Teacher_ID,Image_ID,Hand_movement,Classroom_zone,situation,Act_Class
1,frame77,1,1,"up,mid",0
1,frame78,1,2,"up,right",1
1,frame79,1,2,"up,right",1
1,frame80,1,2,"up,right",1
1,frame81,1,2,"up,right",1
1,frame82,1,2,"up,right",1
1,frame83,1,2,"up,right",1
1,frame84,1,1,"up,mid",0
1,frame85,1,1,"up,mid",0
1,frame86,1,1,"up,mid",0
1,frame87,1,1,"up,mid",0
1,frame88,1,1,"up,mid",0
1,frame89,1,1,"up,mid",0
1,frame90,1,1,"up,mid",0
1,frame91,1,1,"up,mid",0
1,frame92,1,1,"up,mid",0
1,frame93,1,1,"up,mid",0
1,frame94,1,1,"up,mid",0
1,frame95,1,2,"up,right",1
1,frame96,1,2,"up,right",1
1,frame97,1,2,"up,right",1
1,frame98,1,2,"up,right",1
1,frame99,1,2,"up,right",1
1,frame100,1,2,"up,right",1
1,frame101,1,2,"up,right",1
1,frame102,1,2,"up,right",1
1,frame103,1,2,"up,right",1
1,frame104,1,2,"up,right",1
1,frame105,1,2,"up,right",1
1,frame106,1,1,"up,mid",0
1,frame107,1,1,"up,mid",0
1,frame108,1,1,"up,mid",0
1,frame109,1,1,"up,mid",0
1,frame110,1,1,"up,mid",0
1,frame111,1,2,"up,right",1
1,frame112,1,2,"up,right",1
1,frame113,1,2,"up,right",1
1,frame114,1,2,"up,right",1
1,frame115,1,2,"up,right",1
1,frame116,0,2,"down,right",5
1,frame117,0,2,"down,right",5
1,frame118,0,1,"down,mid",4
1,frame119,0,1,"down,mid",4
1,frame120,0,1,"down,mid",4
1,frame121,0,1,"down,mid",4
1,frame122,0,1,"down,mid",4
1,frame123,0,1,"down,mid",4
1,frame124,0,1,"down,mid",4
1,frame125,0,1,"down,mid",4
1,frame126,0,1,"down,mid",4
1,frame127,0,1,"down,mid",4
1,frame128,0,2,"down,right",5
1,frame129,0,2,"down,right",5
1,frame130,0,2,"down,right",5
1,frame131,0,2,"down,right",5
1,frame132,0,2,"down,right",5
1,frame133,0,4,"down,front",7
1,frame134,0,4,"down,front",7
1,frame135,1,2,"up,right",1
1,frame136,1,2,"up,right",1
1,frame137,1,2,"up,right",1
1,frame138,1,2,"up,right",1
1,frame139,1,2,"up,right",1
1,frame140,1,2,"up,right",1
1,frame141,1,2,"up,right",1
1,frame142,1,1,"up,mid",0
1,frame143,1,2,"up,right",1
1,frame144,1,2,"up,right",1
1,frame145,1,2,"up,right",1
1,frame146,1,2,"up,right",1
1,frame147,1,2,"up,right",1
1,frame148,1,2,"up,right",1
1,frame149,1,2,"up,right",1
1,frame150,1,2,"up,right",1
1,frame151,1,2,"up,right",1
1,frame152,1,2,"up,right",1
1,frame153,1,2,"up,right",1
1,frame154,1,2,"up,right",1
1,frame155,1,2,"up,right",1
1,frame156,1,2,"up,right",1
1,frame157,1,2,"up,right",1
1,frame158,1,2,"up,right",1
1,frame159,1,2,"up,right",1
1,frame160,1,2,"up,right",1
1,frame161,1,1,"up,mid",0
1,frame162,1,1,"up,mid",0
1,frame163,1,1,"up,mid",0
1,frame164,1,1,"up,mid",0
1,frame165,1,1,"up,mid",0
1,frame166,1,1,"up,mid",0
1,frame167,1,1,"up,mid",0
1,frame168,1,1,"up,mid",0
1,frame169,1,1,"up,mid",0
1,frame170,1,1,"up,mid",0
1,frame171,1,1,"up,mid",0
1,frame172,1,1,"up,mid",0
1,frame173,1,1,"up,mid",0
1,frame174,1,1,"up,mid",0
1,frame175,1,1,"up,mid",0
1,frame176,1,1,"up,mid",0
1,frame177,1,1,"up,mid",0
1,frame178,1,1,"up,mid",0
1,frame179,1,1,"up,mid",0
1,frame180,1,1,"up,mid",0
1,frame181,1,3,"up,left",2
1,frame182,1,3,"up,left",2
1,frame183,1,3,"up,left",2
1,frame184,0,1,"down,mid",4
1,frame185,0,1,"down,mid",4
1,frame186,0,4,"down,front",7
1,frame187,1,4,"up,front",3
1,frame188,0,4,"down,front",7
1,frame189,0,4,"down,front",7
1,frame190,0,4,"down,front",7
1,frame191,0,4,"down,front",7
1,frame192,1,4,"up,front",3
1,frame193,0,4,"down,front",7
1,frame194,0,4,"down,front",7
1,frame195,0,4,"down,front",7
1,frame196,0,4,"down,front",7
1,frame197,0,4,"down,front",7
1,frame198,0,4,"down,front",7
1,frame199,0,4,"down,front",7
1,frame200,0,4,"down,front",7
1,frame201,0,4,"down,front",7
1,frame202,0,4,"down,front",7
1,frame203,0,4,"down,front",7
1,frame204,0,4,"down,front",7
1,frame205,0,4,"down,front",7
1,frame206,0,4,"down,front",7
1,frame207,0,4,"down,front",7
1,frame208,0,4,"down,front",7
1,frame209,1,4,"up,front",3
1,frame210,1,4,"up,front",3
1,frame211,0,4,"down,front",7
1,frame212,0,4,"down,front",7
1,frame213,0,4,"down,front",7
1,frame214,0,0,"down,mid",4
1,frame215,0,3,"down,left",6
1,frame216,0,3,"down,left",6
1,frame217,1,1,"up,mid",0
1,frame218,1,1,"up,mid",0
1,frame219,1,1,"up,mid",0
1,frame220,1,1,"up,mid",0
1,frame221,1,1,"up,mid",0
1,frame222,1,1,"up,mid",0
1,frame223,1,1,"up,mid",0
1,frame224,1,1,"up,mid",0
1,frame225,1,1,"up,mid",0
1,frame226,1,1,"up,mid",0
1,frame227,1,1,"up,mid",0
1,frame228,1,1,"up,mid",0
1,frame229,0,1,"down,mid",4
1,frame230,0,1,"down,mid",4
1,frame231,0,3,"down,left",6
1,frame232,0,3,"down,left",6
1,frame233,0,3,"down,left",6
1,frame234,0,3,"down,left",6
1,frame235,0,3,"down,left",6
1,frame236,0,3,"down,left",6
1,frame237,0,3,"down,left",6
1,frame238,0,3,"down,left",6
1,frame239,0,3,"down,left",6
2,frame240,1,1,"up,mid",0
2,frame241,0,1,"down,mid",4
2,frame242,0,1,"down,mid",4
2,frame243,0,1,"down,mid",4
2,frame244,0,1,"down,mid",4
2,frame245,0,1,"down,mid",4
2,frame246,0,1,"down,mid",4
2,frame247,0,1,"down,mid",4
2,frame248,0,1,"down,mid",4
2,frame249,0,1,"down,mid",4
2,frame250,1,1,"up,mid",0
2,frame251,1,1,"up,mid",0
2,frame252,1,1,"up,mid",0
2,frame253,0,1,"down,mid",4
2,frame254,1,1,"up,mid",0
2,frame255,0,1,"down,mid",4
2,frame256,0,1,"down,mid",4
2,frame257,0,1,"down,mid",4
2,frame258,0,1,"down,mid",4
2,frame259,0,1,"down,mid",4
2,frame260,1,1,"up,mid",0
2,frame261,0,1,"down,mid",4
2,frame262,1,1,"up,mid",0
2,frame263,1,1,"up,mid",0
2,frame264,1,1,"up,mid",0
2,frame265,1,1,"up,mid",0
2,frame266,0,1,"down,mid",4
2,frame267,0,1,"down,mid",4
2,frame268,0,1,"down,mid",4
2,frame269,0,1,"down,mid",4
2,frame270,0,1,"down,mid",4
2,frame271,0,1,"down,mid",4
2,frame272,0,1,"down,mid",4
2,frame273,0,1,"down,mid",4
2,frame274,0,1,"down,mid",4
2,frame275,0,1,"down,mid",4
2,frame276,0,1,"down,mid",4
2,frame277,0,1,"down,mid",4
2,frame278,0,1,"down,mid",4
2,frame279,0,1,"down,mid",4
2,frame280,0,1,"down,mid",4
2,frame281,0,1,"down,mid",4
2,frame282,0,1,"down,mid",4
2,frame283,0,1,"down,mid",4
2,frame284,0,1,"down,mid",4
2,frame285,0,1,"down,mid",4
2,frame286,0,1,"down,mid",4
2,frame287,0,1,"down,mid",4
2,frame288,0,1,"down,mid",4
2,frame289,0,1,"down,mid",4
2,frame290,0,1,"down,mid",4
2,frame291,0,1,"down,mid",4
2,frame292,0,1,"down,mid",4
2,frame293,0,1,"down,mid",4
2,frame294,0,1,"down,mid",4
2,frame295,0,1,"down,mid",4
2,frame296,0,1,"down,mid",4
2,frame297,0,1,"down,mid",4
2,frame298,0,1,"down,mid",4
2,frame299,0,1,"down,mid",4
2,frame300,0,1,"down,mid",4
2,frame301,1,1,"down,mid",4
2,frame302,0,1,"down,mid",4
2,frame303,0,1,"down,mid",4
2,frame304,0,1,"down,mid",4
2,frame305,0,1,"down,mid",4
2,frame306,0,1,"down,mid",4
2,frame307,0,1,"down,mid",4
2,frame308,0,1,"down,mid",4
2,frame309,0,1,"down,mid",4
2,frame310,0,1,"down,mid",4
2,frame311,1,1,"down,mid",4
2,frame312,0,1,"down,mid",4
2,frame313,0,1,"down,mid",4
2,frame314,0,1,"down,mid",4
2,frame315,0,1,"down,mid",4
2,frame316,0,1,"down,mid",4
2,frame317,0,1,"down,mid",4
2,frame318,0,1,"down,mid",4
2,frame319,0,1,"down,mid",4
2,frame320,0,1,"down,mid",4
2,frame321,0,1,"down,mid",4
2,frame322,0,1,"down,mid",4
2,frame323,0,1,"down,mid",4
2,frame324,1,1,"up,mid",0
2,frame325,1,1,"up,mid",0
2,frame326,1,1,"up,mid",0
2,frame327,0,1,"down,mid",4
2,frame328,0,1,"down,mid",4
2,frame329,0,1,"down,mid",4
2,frame330,0,1,"down,mid",4
2,frame331,0,1,"down,mid",4
2,frame332,0,1,"down,mid",4
2,frame333,0,1,"down,mid",4
2,frame334,0,1,"down,mid",4
2,frame335,0,1,"down,mid",4
2,frame336,1,1,"up,mid",0
2,frame337,1,1,"up,mid",0
2,frame338,1,1,"up,mid",0
2,frame339,1,1,"up,mid",0
2,frame340,1,1,"up,mid",0
2,frame341,1,1,"up,mid",0
2,frame342,1,1,"up,mid",0
2,frame343,0,1,"down,mid",4
2,frame344,0,1,"down,mid",4
2,frame345,0,1,"down,mid",4
2,frame346,0,1,"down,mid",4
2,frame347,0,1,"down,mid",4
2,frame348,0,1,"down,mid",4
2,frame349,0,1,"down,mid",4
2,frame350,0,1,"down,mid",4
2,frame351,0,1,"down,mid",4
2,frame352,0,1,"down,mid",4
2,frame353,0,1,"down,mid",4
2,frame354,0,1,"down,mid",4
2,frame355,0,1,"down,mid",4
2,frame356,0,1,"down,mid",4
2,frame357,0,1,"down,mid",4
2,frame358,0,1,"down,mid",4
2,frame359,0,1,"down,mid",4
2,frame360,0,1,"down,mid",4
2,frame361,0,1,"down,mid",4
2,frame362,0,1,"down,mid",4
2,frame363,0,1,"down,mid",4
2,frame364,0,1,"down,mid",4
2,frame365,0,1,"down,mid",4
2,frame366,0,1,"down,mid",4
2,frame367,0,1,"down,mid",4
2,frame368,0,1,"down,mid",4
2,frame369,0,1,"down,mid",4
2,frame370,0,1,"down,mid",4
2,frame371,0,1,"down,mid",4
2,frame372,0,1,"down,mid",4
2,frame373,1,1,"up,mid",0
2,frame374,1,1,"up,mid",0
2,frame375,0,1,"down,mid",4
2,frame376,0,1,"down,mid",4
2,frame377,0,1,"down,mid",4
2,frame378,0,1,"down,mid",4
2,frame379,0,1,"down,mid",4
2,frame380,0,1,"down,mid",4
2,frame381,1,1,"up,mid",0
2,frame382,1,1,"up,mid",0
2,frame383,0,1,"down,mid",4
2,frame384,1,1,"up,mid",0
2,frame385,1,1,"up,mid",0
2,frame386,0,1,"down,mid",4
2,frame387,0,1,"down,mid",4
2,frame388,1,1,"up,mid",0
2,frame389,0,1,"down,mid",4
2,frame390,0,1,"down,mid",4
2,frame391,0,1,"down,mid",4
2,frame392,0,1,"down,mid",4
2,frame393,0,1,"down,mid",4
2,frame394,0,1,"down,mid",4
2,frame395,0,1,"down,mid",4
2,frame396,0,1,"down,mid",4
2,frame397,1,1,"up,mid",0
2,frame398,1,1,"up,mid",0
2,frame399,1,1,"up,mid",0
2,frame400,1,1,"up,mid",0
2,frame401,1,1,"up,mid",0
2,frame402,1,1,"up,mid",0
2,frame403,1,1,"up,mid",0
2,frame404,1,1,"up,mid",0
2,frame405,1,1,"up,mid",0
2,frame406,1,1,"up,mid",0
2,frame407,1,1,"up,mid",0
2,frame408,1,1,"up,mid",0
2,frame409,1,1,"up,mid",0
2,frame410,1,1,"up,mid",0
2,frame411,1,1,"up,mid",0
2,frame412,1,1,"up,mid",0
2,frame413,1,1,"up,mid",0
2,frame414,1,1,"up,mid",0
2,frame415,1,1,"up,mid",0
2,frame416,1,1,"up,mid",0
2,frame417,1,1,"up,mid",0
2,frame418,1,1,"up,mid",0
2,frame419,1,1,"up,mid",0
2,frame420,1,1,"up,mid",0
2,frame421,1,1,"up,mid",0
2,frame422,1,1,"up,mid",0
2,frame423,1,1,"up,mid",0
2,frame424,1,1,"up,mid",0
2,frame425,1,1,"up,mid",0
2,frame426,1,1,"up,mid",0
2,frame427,1,1,"up,mid",0
2,frame428,1,1,"up,mid",0
2,frame429,1,1,"up,mid",0
2,frame430,1,1,"up,mid",0
2,frame431,1,1,"up,mid",0
2,frame432,1,1,"up,mid",0
2,frame433,1,1,"up,mid",0
2,frame434,1,1,"up,mid",0
2,frame435,1,1,"up,mid",0
2,frame436,0,1,"down,mid",4
2,frame437,1,1,"up,mid",0
2,frame438,0,1,"down,mid",4
2,frame439,0,1,"down,mid",4
2,frame440,0,1,"down,mid",4
2,frame441,1,1,"up,mid",0
2,frame442,1,3,"up,left",2
2,frame443,1,3,"up,left",2
2,frame444,1,3,"up,left",2
2,frame445,1,3,"up,left",2
2,frame446,0,1,"down,mid",4
2,frame447,0,1,"down,mid",4
2,frame448,0,1,"down,mid",4
2,frame449,0,1,"down,mid",4
2,frame450,1,1,"up,mid",0
2,frame451,0,1,"down,mid",4
2,frame452,0,1,"down,mid",4
2,frame453,1,3,"up,left",2
2,frame454,1,1,"up,mid",0
2,frame455,1,1,"up,mid",0
2,frame456,1,1,"up,mid",0
2,frame457,1,1,"up,mid",0
2,frame458,1,1,"up,mid",0
2,frame459,1,1,"up,mid",0
2,frame460,1,1,"up,mid",0
2,frame461,1,1,"up,mid",0
2,frame462,1,1,"up,mid",0
2,frame463,1,1,"up,mid",0
2,frame464,1,1,"up,mid",0
2,frame465,0,1,"down,mid",4
2,frame466,1,1,"up,mid",0
2,frame467,1,1,"up,mid",0
2,frame468,0,1,"down,mid",4
2,frame469,0,1,"down,mid",4
2,frame470,0,1,"down,mid",4
2,frame471,0,1,"down,mid",4
2,frame472,0,1,"down,mid",4
2,frame473,0,1,"down,mid",4
2,frame474,0,1,"down,mid",4
2,frame475,0,1,"down,mid",4
2,frame476,0,1,"down,mid",4
2,frame477,0,1,"down,mid",4
2,frame478,0,1,"down,mid",4
2,frame479,0,1,"down,mid",4
3,frame480,1,1,"up,mid",0
3,frame481,1,1,"up,mid",0
3,frame482,1,1,"up,mid",0
3,frame483,1,1,"up,mid",0
3,frame484,1,1,"up,mid",0
3,frame485,1,1,"up,mid",0
3,frame486,1,1,"up,mid",0
3,frame487,1,1,"up,mid",0
3,frame488,1,1,"up,mid",0
3,frame489,1,1,"up,mid",0
3,frame490,1,1,"up,mid",0
3,frame491,1,1,"up,mid",0
3,frame492,1,1,"up,mid",0
3,frame493,1,1,"up,mid",0
3,frame494,1,1,"up,mid",0
3,frame495,1,1,"up,mid",0
3,frame496,1,1,"up,mid",0
3,frame497,1,1,"up,mid",0
3,frame498,1,1,"up,mid",0
3,frame499,1,1,"up,mid",0
3,frame500,1,1,"up,mid",0
3,frame501,1,1,"up,mid",0
3,frame502,1,1,"up,mid",0
3,frame503,1,1,"up,mid",0
3,frame504,1,1,"up,mid",0
3,frame505,1,1,"up,mid",0
3,frame506,1,1,"up,mid",0
3,frame507,1,1,"up,mid",0
3,frame508,1,1,"up,mid",0
3,frame509,1,1,"up,mid",0
3,frame510,1,1,"up,mid",0
3,frame511,1,1,"up,mid",0
3,frame512,1,1,"up,mid",0
3,frame513,1,1,"up,mid",0
3,frame514,1,1,"up,mid",0
3,frame515,1,1,"up,mid",0
3,frame516,1,1,"up,mid",0
3,frame517,1,1,"up,mid",0
3,frame518,1,1,"up,mid",0
3,frame519,1,1,"up,mid",0
3,frame520,1,1,"up,mid",0
3,frame521,1,1,"up,mid",0
3,frame522,1,1,"up,mid",0
3,frame523,1,1,"up,mid",0
3,frame524,1,1,"up,mid",0
3,frame525,1,1,"up,mid",0
3,frame526,1,1,"up,mid",0
3,frame527,1,1,"up,mid",0
3,frame528,1,1,"up,mid",0
3,frame529,1,1,"up,mid",0
3,frame530,1,1,"up,mid",0
3,frame531,1,1,"up,mid",0
3,frame532,1,1,"up,mid",0
3,frame533,1,1,"up,mid",0
3,frame534,1,1,"up,mid",0
3,frame535,1,1,"up,mid",0
3,frame536,1,1,"up,mid",0
3,frame537,1,1,"up,mid",0
3,frame538,1,1,"up,mid",0
3,frame539,1,1,"up,mid",0
3,frame540,1,1,"up,mid",0
3,frame541,1,3,"up,left",2
3,frame542,1,3,"up,left",2
3,frame543,1,3,"up,left",2
3,frame544,1,3,"up,left",2
3,frame545,1,3,"up,left",2
3,frame546,1,3,"up,left",2
3,frame547,1,3,"up,left",2
3,frame548,1,3,"up,left",2
3,frame549,1,3,"up,left",2
3,frame550,1,3,"up,left",2
3,frame551,1,3,"up,left",2
3,frame552,1,3,"up,left",2
3,frame553,1,3,"up,left",2
3,frame554,1,1,"up,mid",0
3,frame555,1,1,"up,mid",0
3,frame556,1,1,"up,mid",0
3,frame557,1,1,"up,mid",0
3,frame558,1,1,"up,mid",0
3,frame559,1,1,"up,mid",0
3,frame560,1,1,"up,mid",0
3,frame561,1,1,"up,mid",0
3,frame562,0,1,"down,mid",4
3,frame563,1,1,"up,mid",0
3,frame564,1,1,"up,mid",0
3,frame565,1,1,"up,mid",0
3,frame566,1,1,"up,mid",0
3,frame567,1,1,"up,mid",0
3,frame568,1,1,"up,mid",0
3,frame569,1,1,"up,mid",0
3,frame570,1,1,"up,mid",0
3,frame571,1,1,"up,mid",0
3,frame572,1,1,"up,mid",0
3,frame573,1,1,"up,mid",0
3,frame574,0,1,"down,mid",4
3,frame575,0,1,"down,mid",4
3,frame576,0,1,"down,mid",4
3,frame577,0,1,"down,mid",4
3,frame578,0,1,"down,mid",4
3,frame579,0,1,"down,mid",4
3,frame580,0,1,"down,mid",4
3,frame581,0,1,"down,mid",4
3,frame582,0,1,"down,mid",4
3,frame583,0,1,"down,mid",4
3,frame584,0,1,"down,mid",4
3,frame585,0,1,"down,mid",4
3,frame586,0,1,"down,mid",4
3,frame587,0,1,"down,mid",4
3,frame588,1,1,"up,mid",0
3,frame589,1,1,"up,mid",0
3,frame590,0,1,"down,mid",4
3,frame591,1,1,"up,mid",0
3,frame592,0,1,"down,mid",4
3,frame593,0,1,"down,mid",4
3,frame594,0,1,"down,mid",4
3,frame595,0,1,"down,mid",4
3,frame596,0,1,"down,mid",4
3,frame597,0,1,"down,mid",4
3,frame598,0,1,"down,mid",4
3,frame599,0,1,"down,mid",4
3,frame600,0,1,"down,mid",4
3,frame601,0,1,"down,mid",4
3,frame602,0,1,"down,mid",4
3,frame603,0,1,"down,mid",4
3,frame604,0,1,"down,mid",4
3,frame605,0,1,"down,mid",4
3,frame606,0,1,"down,mid",4
3,frame607,0,1,"down,mid",4
3,frame608,0,1,"down,mid",4
3,frame609,0,1,"down,mid",4
3,frame610,1,1,"up,mid",0
3,frame611,1,1,"up,mid",0
3,frame612,1,1,"up,mid",0
3,frame613,1,1,"up,mid",0
3,frame614,1,1,"up,mid",0
3,frame615,1,1,"up,mid",0
3,frame616,1,1,"up,mid",0
3,frame617,1,1,"up,mid",0
3,frame618,1,1,"up,mid",0
3,frame619,1,1,"up,mid",0
3,frame620,0,1,"down,mid",4
3,frame621,0,1,"down,mid",4
3,frame622,0,1,"down,mid",4
3,frame623,0,1,"down,mid",4
3,frame624,0,1,"down,mid",4
3,frame625,0,1,"down,mid",4
3,frame626,1,1,"up,mid",0
3,frame627,1,3,"up,left",2
3,frame628,1,3,"up,left",2
3,frame629,1,3,"up,left",2
3,frame630,0,1,"down,mid",4
3,frame631,1,1,"up,mid",0
3,frame632,1,1,"up,mid",0
3,frame633,1,1,"up,mid",0
3,frame634,1,1,"up,mid",0
3,frame635,1,1,"up,mid",0
3,frame636,1,1,"up,mid",0
3,frame637,0,1,"down,mid",4
3,frame638,0,1,"down,mid",4
3,frame639,0,1,"down,mid",4
3,frame640,0,1,"down,mid",4
3,frame641,0,1,"down,mid",4
3,frame642,0,1,"down,mid",4
3,frame643,0,1,"down,mid",4
3,frame644,1,1,"up,mid",0
3,frame645,0,0,"down,mid",4
3,frame646,0,0,"down,mid",4
3,frame647,0,0,"down,mid",4
3,frame648,0,1,"down,mid",4
3,frame649,0,1,"down,mid",4
3,frame650,0,1,"down,mid",4
3,frame651,1,1,"up,mid",0
3,frame652,1,1,"up,mid",0
3,frame653,1,1,"up,mid",0
3,frame654,0,1,"down,mid",4
3,frame655,0,1,"down,mid",4
3,frame656,0,1,"down,mid",4
3,frame657,0,1,"down,mid",4
3,frame658,0,1,"down,mid",4
3,frame659,0,1,"down,mid",4
3,frame660,0,3,"down,left",6
3,frame661,1,3,"up,left",2
3,frame662,1,3,"up,left",2
3,frame663,1,1,"up,mid",0
3,frame664,1,1,"up,mid",0
3,frame665,1,1,"up,mid",0
3,frame666,1,1,"up,mid",0
3,frame667,1,1,"up,mid",0
3,frame668,1,1,"up,mid",0
3,frame669,1,1,"up,mid",0
3,frame670,1,1,"up,mid",0
3,frame671,1,1,"up,mid",0
3,frame672,1,1,"up,mid",0
3,frame673,1,1,"up,mid",0
3,frame674,1,1,"up,mid",0
3,frame675,0,1,"down,mid",4
3,frame676,1,1,"up,mid",0
3,frame677,1,1,"up,mid",0
3,frame678,1,1,"up,mid",0
3,frame679,1,1,"up,mid",0
3,frame680,0,1,"down,mid",4
3,frame681,0,1,"down,mid",4
3,frame682,0,1,"down,mid",4
3,frame683,0,1,"down,mid",4
3,frame684,0,1,"down,mid",4
3,frame685,0,1,"down,mid",4
3,frame686,0,1,"down,mid",4
3,frame687,0,1,"down,mid",4
3,frame688,0,1,"down,mid",4
3,frame689,0,1,"down,mid",4
3,frame690,0,1,"down,mid",4
3,frame691,1,1,"up,mid",0
3,frame692,1,1,"up,mid",0
3,frame693,1,1,"up,mid",0
3,frame694,1,1,"up,mid",0
3,frame695,1,1,"up,mid",0
3,frame696,1,1,"up,mid",0
3,frame697,1,1,"up,mid",0
3,frame698,1,1,"up,mid",0
3,frame699,1,1,"up,mid",0
3,frame700,1,1,"up,mid",0
3,frame701,1,1,"up,mid",0
3,frame702,1,1,"up,mid",0
3,frame703,0,1,"down,mid",4
3,frame704,0,1,"down,mid",4
3,frame705,0,1,"down,mid",4
3,frame706,0,1,"down,mid",4
3,frame707,0,1,"down,mid",4
3,frame708,1,1,"up,mid",0
3,frame709,1,1,"up,mid",0
3,frame710,0,1,"down,mid",4
3,frame711,0,1,"down,mid",4
3,frame712,1,1,"up,mid",0
3,frame713,0,1,"down,mid",4
3,frame714,0,1,"down,mid",4
3,frame715,1,1,"up,mid",0
3,frame716,1,1,"up,mid",0
3,frame717,1,1,"up,mid",0
3,frame718,1,1,"up,mid",0
3,frame719,0,1,"down,mid",4
4,frame720,1,1,"up,mid",0
4,frame721,1,1,"up,mid",0
4,frame722,1,1,"up,mid",0
4,frame723,1,1,"up,mid",0
4,frame724,1,1,"up,mid",0
4,frame725,1,1,"up,mid",0
4,frame726,1,1,"up,mid",0
4,frame727,1,1,"up,mid",0
4,frame728,1,1,"up,mid",0
4,frame729,0,1,"down,mid",4
4,frame730,0,3,"down,left",6
4,frame731,1,3,"up,left",2
4,frame732,1,3,"up,left",2
4,frame733,1,3,"up,left",2
4,frame734,1,3,"up,left",2
4,frame735,1,3,"up,left",2
4,frame736,0,1,"down,mid",4
4,frame737,1,1,"up,mid",0
4,frame738,1,1,"up,mid",0
4,frame739,1,1,"up,mid",0
4,frame740,1,3,"up,left",2
4,frame741,1,3,"up,left",2
4,frame742,1,3,"up,left",2
4,frame743,1,1,"up,mid",0
4,frame744,1,1,"up,mid",0
4,frame745,1,3,"up,left",2
4,frame746,1,3,"up,left",2
4,frame747,1,3,"up,left",2
4,frame748,1,3,"up,left",2
4,frame749,1,3,"up,left",2
4,frame750,1,3,"up,left",2
4,frame751,1,3,"up,left",2
4,frame752,1,3,"up,left",2
4,frame753,1,3,"up,left",2
4,frame754,1,3,"up,left",2
4,frame755,1,3,"up,left",2
4,frame756,1,3,"up,left",2
4,frame757,1,1,"up,mid",0
4,frame758,0,1,"down,mid",4
4,frame759,0,1,"down,mid",4
4,frame760,1,1,"up,mid",0
4,frame761,1,1,"up,mid",0
4,frame762,1,1,"up,mid",0
4,frame763,1,1,"up,mid",0
4,frame764,1,1,"up,mid",0
4,frame765,1,1,"up,mid",0
4,frame766,1,1,"up,mid",0
4,frame767,1,1,"up,mid",0
4,frame768,1,1,"up,mid",0
4,frame769,1,1,"up,mid",0
4,frame770,0,1,"down,mid",4
4,frame771,1,1,"up,mid",0
4,frame772,1,2,"up,right",1
4,frame773,1,2,"up,right",1
4,frame774,1,2,"up,right",1
4,frame775,1,2,"up,right",1
4,frame776,1,2,"up,right",1
4,frame777,1,2,"up,right",1
4,frame778,1,2,"up,right",1
4,frame779,0,2,"down,right",5
4,frame780,1,2,"up,right",1
4,frame781,1,2,"up,right",1
4,frame782,0,2,"down,right",5
